,Candidate_Ref,DOJ_Extended,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Location_ID,Postal_Code,Age,LOB_Id,Domicile_ID,Domicile_Name,Date_of_Interview,Status,LOB,Location,Region_ID,Region_Name
1757,2383069,No,2,60,E2,32.93,32.93,0.0,No,No,Male,Agency,6,L001,201301,28.0,2,D8,Haryana,2013-10-30,Joined,INFRA,Noida,R1,North
1758,2410475,No,3,30,E2,90.48,66.67,-23.81,No,No,Male,Employee Referral,3,L001,201301,26.0,2,D8,Haryana,2013-09-21,Joined,INFRA,Noida,R1,North
1759,2448823,No,41,30,E1,31.82,9.09,-22.73,No,No,Male,Agency,3,L001,201301,27.0,2,D8,Haryana,2014-01-16,Not Joined,INFRA,Noida,R1,North
1760,2461834,No,1,60,E2,50.0,225.0,175.0,No,No,Male,Employee Referral,5,L001,201301,31.0,2,D8,Haryana,2014-02-08,Joined,INFRA,Noida,R1,North
1761,2468906,No,0,30,E1,27.27,1.82,-25.45,No,No,Male,Direct,1,L001,201301,22.0,2,D8,Haryana,2013-12-24,Joined,INFRA,Noida,R1,North
1762,2469209,Yes,3,30,E2,42.86,54.29,11.43,No,No,Male,Agency,3,L001,201301,29.0,2,D8,Haryana,2014-01-02,Joined,INFRA,Noida,R1,North
1763,2478424,No,24,30,E2,53.85,53.85,0.0,No,No,Male,Direct,5,L001,201301,30.0,2,D8,Haryana,2014-01-15,Joined,INFRA,Noida,R1,North
1764,2479915,No,0,60,E2,37.93,28.81,-9.12,No,No,Male,Employee Referral,7,L001,201301,32.0,2,D8,Haryana,2014-01-21,Joined,INFRA,Noida,R1,North
1765,2483044,No,0,30,E2,33.17,33.17,0.0,No,No,Male,Employee Referral,7,L001,201301,26.0,2,D8,Haryana,2014-01-24,Joined,INFRA,Noida,R1,North
1766,2483577,No,1,60,E2,66.67,61.7,-4.969999999999999,No,No,Male,Direct,3,L001,201301,27.0,2,D8,Haryana,2014-02-06,Joined,INFRA,Noida,R1,North
1767,2483590,No,4,60,E2,78.57,60.71,-17.859999999999992,No,No,Male,Direct,4,L001,201301,25.0,2,D8,Haryana,2014-02-08,Joined,INFRA,Noida,R1,North
1768,2534236,No,2,30,E1,21.78,21.78,0.0,No,No,Female,Employee Referral,4,L001,201301,28.0,2,D8,Haryana,2014-02-24,Joined,INFRA,Noida,R1,North
1769,2544958,No,29,30,E2,45.16,51.61,6.450000000000003,No,Yes,Male,Direct,3,L001,201301,28.0,2,D8,Haryana,2014-07-14,Joined,INFRA,Noida,R1,North
1770,2556472,No,1,30,E2,41.9,41.9,0.0,No,No,Male,Agency,4,L001,201301,33.0,2,D8,Haryana,2013-05-18,Joined,INFRA,Noida,R1,North
1771,2592249,Yes,0,30,E2,64.93,203.82,138.89,No,No,Male,Employee Referral,1,L001,201301,26.0,2,D8,Haryana,2014-07-25,Joined,INFRA,Noida,R1,North
1772,2601359,No,0,30,E1,25.0,45.0,20.0,No,No,Male,Employee Referral,2,L001,201301,30.0,2,D8,Haryana,2014-07-26,Joined,INFRA,Noida,R1,North
1773,2794326,No,2,30,E2,66.67,109.57,42.89999999999999,No,No,Male,Employee Referral,1,L001,201301,25.0,2,D8,Haryana,2013-03-30,Joined,INFRA,Noida,R1,North
1774,2804539,No,0,30,E2,46.67,46.67,0.0,No,No,Female,Employee Referral,2,L001,201301,25.0,2,D8,Haryana,2013-04-13,Joined,INFRA,Noida,R1,North
1775,3040300,No,1,30,E1,33.33,44.44,11.11,No,No,Male,Direct,1,L001,201301,25.0,2,D8,Haryana,2013-09-06,Joined,INFRA,Noida,R1,North
1776,3040338,No,4,30,E1,27.27,1.82,-25.45,No,No,Male,Direct,1,L001,201301,25.0,2,D8,Haryana,2013-09-06,Joined,INFRA,Noida,R1,North
1777,3050830,No,1,30,E2,40.0,40.0,0.0,No,No,Male,Direct,4,L001,201301,29.0,2,D8,Haryana,2013-08-04,Joined,INFRA,Noida,R1,North
1778,3204937,No,1,90,E2,35.95,20.84,-15.110000000000005,No,No,Female,Employee Referral,2,L001,201301,27.0,2,D8,Haryana,2013-09-19,Joined,INFRA,Noida,R1,North
1779,3215900,No,2,30,E1,62.3,62.3,0.0,No,No,Male,Employee Referral,4,L001,201301,28.0,2,D8,Haryana,2013-10-13,Joined,INFRA,Noida,R1,North
1780,3225455,No,1,30,E2,30.0,30.0,0.0,No,No,Male,Direct,6,L001,201301,32.0,2,D8,Haryana,2013-11-07,Joined,INFRA,Noida,R1,North
1781,3266687,Yes,37,30,E2,100.0,40.0,-60.0,No,No,Male,Employee Referral,5,L001,201301,38.0,2,D8,Haryana,2013-10-27,Joined,INFRA,Noida,R1,North
1782,3311153,No,0,30,E1,27.78,27.78,0.0,No,No,Female,Direct,3,L001,201301,24.0,2,D8,Haryana,2014-01-02,Joined,INFRA,Noida,R1,North
1783,3318470,No,1,60,E2,66.67,16.67,-50.0,No,No,Female,Employee Referral,4,L001,201301,26.0,2,D8,Haryana,2014-01-09,Joined,INFRA,Noida,R1,North
1784,3338766,Yes,51,60,E2,69.81,36.79,-33.02,No,No,Male,Agency,9,L001,201301,34.0,2,D8,Haryana,2014-02-27,Joined,INFRA,Noida,R1,North
1785,3385071,No,4,60,E2,52.94,32.94,-20.0,No,No,Female,Direct,6,L001,201301,34.0,2,D8,Haryana,2014-06-12,Not Joined,INFRA,Noida,R1,North
1786,3458098,Yes,16,60,E2,45.45,30.0,-15.450000000000005,No,No,Female,Direct,4,L001,201301,34.0,2,D8,Haryana,2013-01-12,Not Joined,INFRA,Noida,R1,North
1787,3463693,No,4,30,E1,46.67,44.0,-2.6700000000000017,No,No,Female,Employee Referral,1,L001,201301,34.0,2,D8,Haryana,2013-02-01,Joined,INFRA,Noida,R1,North
1788,3464171,Yes,48,60,E2,34.15,34.15,0.0,No,No,Male,Employee Referral,6,L001,201301,34.0,2,D8,Haryana,2013-02-03,Joined,INFRA,Noida,R1,North
1789,3611691,No,0,30,E2,16.67,4.17,-12.500000000000002,No,No,Male,Agency,6,L001,201301,34.0,2,D8,Haryana,2013-04-10,Joined,INFRA,Noida,R1,North
1790,3617382,Yes,26,0,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,4,L001,201301,34.0,2,D8,Haryana,2013-04-16,Joined,INFRA,Noida,R1,North
1791,3618238,Yes,17,30,E1,42.86,42.86,0.0,No,No,Male,Direct,3,L001,201301,34.0,2,D8,Haryana,2013-04-21,Joined,INFRA,Noida,R1,North
1792,3680937,No,16,30,E2,40.85,40.85,0.0,No,Yes,Male,Employee Referral,5,L001,201301,34.0,2,D8,Haryana,2013-06-26,Joined,INFRA,Noida,R1,North
1793,3686078,No,4,0,E1,50.0,50.0,0.0,No,No,Male,Employee Referral,2,L001,201301,34.0,2,D8,Haryana,2013-07-04,Joined,INFRA,Noida,R1,North
1794,2364483,Yes,14,30,E1,13.33,13.33,0.0,No,No,Male,Direct,2,L001,201301,29.0,2,D17,Punjab,2014-07-14,Joined,INFRA,Noida,R1,North
1795,2537925,Yes,47,60,E3,45.83,51.04,5.210000000000001,No,No,Male,Agency,10,L001,201301,34.0,2,D17,Punjab,2013-03-22,Joined,INFRA,Noida,R1,North
1796,2561022,No,7,30,E1,242.86,42.86,-200.0,No,No,Male,Direct,1,L001,201301,30.0,2,D17,Punjab,2013-03-27,Joined,INFRA,Noida,R1,North
1797,2118473,No,0,30,E2,37.5,66.67,29.17,No,Yes,Male,Employee Referral,2,L001,201301,25.0,2,D17,Punjab,2014-03-30,Joined,INFRA,Noida,R1,North
1798,2120133,No,32,45,E3,32.12,32.12,0.0,No,No,Male,Direct,6,L001,201301,27.0,2,D17,Punjab,2014-04-11,Not Joined,INFRA,Noida,R1,North
1799,2133747,No,2,0,E1,50.0,37.5,-12.5,No,No,Male,Agency,2,L001,201301,27.0,2,D17,Punjab,2014-06-17,Joined,INFRA,Noida,R1,North
1800,2146469,No,66,75,E2,40.0,66.67,26.67,No,Yes,Male,Employee Referral,3,L001,201301,24.0,2,D17,Punjab,2014-07-16,Joined,INFRA,Noida,R1,North
1801,2148558,Yes,3,60,E2,108.33,76.28,-32.05,No,No,Male,Employee Referral,4,L001,201301,28.0,2,D17,Punjab,2014-08-04,Joined,INFRA,Noida,R1,North
1802,2158843,No,0,90,E2,32.74,37.17,4.43,No,No,Male,Employee Referral,5,L001,201301,41.0,2,D17,Punjab,2014-06-12,Joined,INFRA,Noida,R1,North
1803,2159833,No,3,30,E2,42.86,42.86,0.0,No,Yes,Male,Employee Referral,6,L001,201301,32.0,2,D17,Punjab,2014-06-15,Joined,INFRA,Noida,R1,North
1804,2169589,Yes,1,30,E2,66.67,66.67,0.0,No,No,Male,Direct,3,L001,201301,30.0,2,D17,Punjab,2013-01-04,Joined,INFRA,Noida,R1,North
1805,2171814,No,1,0,E3,22.73,36.36,13.63,No,Yes,Male,Direct,8,L001,201301,33.0,2,D17,Punjab,2013-01-12,Joined,INFRA,Noida,R1,North
1806,2173671,Yes,43,60,E2,50.0,60.0,10.0,No,Yes,Male,Direct,4,L001,201301,25.0,2,D17,Punjab,2013-01-15,Joined,INFRA,Noida,R1,North
1807,2181814,No,1,30,E1,66.67,20.0,-46.67,No,No,Male,Direct,2,L001,201301,25.0,2,D17,Punjab,2013-02-08,Joined,INFRA,Noida,R1,North
1808,2183551,No,2,0,E1,46.67,44.0,-2.6700000000000017,No,No,Female,Employee Referral,1,L001,201301,24.0,2,D17,Punjab,2013-02-11,Joined,INFRA,Noida,R1,North
1809,2188661,No,4,90,E2,39.53,44.19,4.659999999999997,No,No,Male,Direct,3,L001,201301,28.0,2,D17,Punjab,2013-03-03,Not Joined,INFRA,Noida,R1,North
1810,2191532,Yes,1,30,E2,32.15,32.15,0.0,No,No,Male,Employee Referral,3,L001,201301,28.0,2,D17,Punjab,2013-01-03,Joined,INFRA,Noida,R1,North
1811,2207912,No,2,60,E2,34.88,39.54,4.659999999999997,No,No,Male,Direct,6,L001,201301,34.0,2,D17,Punjab,2013-03-03,Joined,INFRA,Noida,R1,North
1812,2215317,No,2,0,E1,50.0,68.4,18.40000000000001,No,Yes,Female,Direct,1,L001,201301,28.0,2,D17,Punjab,2013-04-04,Joined,INFRA,Noida,R1,North
1813,2217898,Yes,4,0,E1,50.0,8.0,-42.0,No,No,Female,Direct,2,L001,201301,24.0,2,D17,Punjab,2013-04-20,Not Joined,INFRA,Noida,R1,North
1814,2222597,Yes,21,30,E2,33.33,28.89,-4.439999999999998,No,Yes,Male,Employee Referral,4,L001,201301,29.0,2,D17,Punjab,2013-05-13,Joined,INFRA,Noida,R1,North
1815,2227630,Yes,66,30,E3,29.45,29.45,0.0,No,No,Male,Employee Referral,8,L001,201301,34.0,2,D17,Punjab,2013-03-15,Joined,INFRA,Noida,R1,North
1816,2231530,Yes,24,30,E2,20.0,30.0,10.0,No,No,Male,Employee Referral,12,L001,201301,41.0,2,D17,Punjab,2013-03-20,Joined,INFRA,Noida,R1,North
1817,2240669,No,16,30,E1,6.06,6.06,0.0,No,No,Male,Employee Referral,7,L001,201301,35.0,2,D17,Punjab,2013-03-29,Joined,INFRA,Noida,R1,North
1818,2242995,Yes,0,30,E1,46.31,27.23,-19.08,No,No,Male,Employee Referral,2,L001,201301,24.0,2,D17,Punjab,2013-03-31,Joined,INFRA,Noida,R1,North
1819,2246667,No,3,30,E1,57.14,4.0,-53.14,No,No,Female,Employee Referral,3,L001,201301,29.0,2,D17,Punjab,2013-04-02,Joined,INFRA,Noida,R1,North
1820,2281368,Yes,5,45,E2,100.0,36.67,-63.33,No,No,Male,Direct,5,L001,201301,37.0,2,D17,Punjab,2013-04-22,Joined,INFRA,Noida,R1,North
1821,2284085,No,24,30,E1,66.67,100.0,33.33,No,Yes,Male,Direct,2,L001,201301,23.0,2,D17,Punjab,2013-06-07,Joined,INFRA,Noida,R1,North
1822,2309857,Yes,11,60,E2,33.33,71.46,38.13,No,No,Male,Employee Referral,4,L001,201301,28.0,2,D17,Punjab,2013-08-11,Joined,INFRA,Noida,R1,North
1823,2357433,No,4,30,E1,42.86,42.86,0.0,No,No,Male,Direct,0,L001,201301,24.0,2,D17,Punjab,2013-09-15,Not Joined,INFRA,Noida,R1,North
1824,2364712,No,2,30,E1,42.86,42.86,0.0,No,No,Male,Direct,0,L001,201301,24.0,2,D17,Punjab,2013-11-14,Joined,INFRA,Noida,R1,North
1825,2366197,No,2,30,E1,42.86,42.86,0.0,No,No,Male,Direct,0,L001,201301,22.0,2,D17,Punjab,2013-11-30,Joined,INFRA,Noida,R1,North
1826,2382711,Yes,42,30,E2,25.0,25.0,0.0,No,No,Male,Agency,3,L001,201301,28.0,2,D17,Punjab,2013-10-25,Joined,INFRA,Noida,R1,North
1827,2386674,Yes,3,30,E2,44.44,44.44,0.0,No,No,Male,Direct,4,L001,201301,32.0,2,D17,Punjab,2013-11-08,Joined,INFRA,Noida,R1,North
1828,2407257,No,2,60,E2,30.0,28.46,-1.5399999999999991,No,No,Male,Employee Referral,5,L001,201301,32.0,2,D17,Punjab,2013-12-19,Joined,INFRA,Noida,R1,North
1829,2416633,No,1,30,E1,50.0,32.27,-17.729999999999997,No,No,Male,Direct,1,L001,201301,24.0,2,D17,Punjab,2013-09-28,Joined,INFRA,Noida,R1,North
1830,2420365,No,30,30,E3,37.5,250.0,212.5,No,No,Male,Direct,8,L001,201301,26.0,2,D17,Punjab,2013-11-07,Joined,INFRA,Noida,R1,North
1831,2424700,Yes,32,45,E1,25.0,25.0,0.0,No,No,Male,Direct,4,L001,201301,33.0,2,D17,Punjab,2013-11-27,Joined,INFRA,Noida,R1,North
1832,2452588,Yes,25,30,E2,53.69,53.69,0.0,No,No,Male,Direct,2,L001,201301,24.0,2,D17,Punjab,2014-01-22,Joined,INFRA,Noida,R1,North
1833,2457440,No,0,30,E2,42.86,57.14,14.28,No,No,Male,Direct,3,L001,201301,26.0,2,D17,Punjab,2014-01-24,Joined,INFRA,Noida,R1,North
1834,2483173,Yes,95,90,E2,37.5,100.0,62.5,No,No,Female,Agency,5,L001,201301,30.0,2,D17,Punjab,2014-01-26,Joined,INFRA,Noida,R1,North
1835,2483231,No,3,45,E1,40.0,8.0,-32.0,No,No,Male,Employee Referral,1,L001,201301,24.0,2,D17,Punjab,2014-01-27,Joined,INFRA,Noida,R1,North
1836,2483601,No,1,30,E1,23.81,2.86,-20.95,No,No,Male,Direct,3,L001,201301,25.0,2,D17,Punjab,2014-02-08,Joined,INFRA,Noida,R1,North
1837,2568713,No,6,30,E2,40.8,40.8,0.0,No,No,Male,Agency,3,L001,201301,28.0,2,D17,Punjab,2013-11-21,Joined,INFRA,Noida,R1,North
1838,2569563,No,1,60,E2,23.46,23.46,0.0,No,No,Male,Direct,5,L001,201301,32.0,2,D17,Punjab,2014-01-02,Joined,INFRA,Noida,R1,North
1839,2590405,Yes,39,30,E2,29.07,29.07,0.0,No,No,Male,Agency,2,L001,201301,27.0,2,D17,Punjab,2014-06-17,Not Joined,INFRA,Noida,R1,North
1840,2598337,No,10,30,E2,66.67,133.33,66.66000000000001,No,No,Male,Direct,5,L001,201301,33.0,2,D17,Punjab,2014-06-25,Joined,INFRA,Noida,R1,North
1841,2613536,Yes,2,60,E1,51.51,51.51,0.0,No,No,Female,Direct,3,L001,201301,25.0,2,D17,Punjab,2013-02-16,Not Joined,INFRA,Noida,R1,North
1842,2781005,Yes,24,30,E1,20.0,20.0,0.0,No,No,Male,Agency,1,L001,201301,25.0,2,D17,Punjab,2013-03-09,Joined,INFRA,Noida,R1,North
1843,2795135,Yes,14,30,E1,58.73,42.86,-15.869999999999996,No,No,Female,Employee Referral,0,L001,201301,25.0,2,D17,Punjab,2013-03-31,Joined,INFRA,Noida,R1,North
1844,2804556,Yes,19,30,E1,26.09,8.7,-17.39,No,No,Male,Direct,1,L001,201301,25.0,2,D17,Punjab,2013-04-13,Joined,INFRA,Noida,R1,North
1845,2820639,No,7,30,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,4,L001,201301,29.0,2,D17,Punjab,2013-06-01,Joined,INFRA,Noida,R1,North
1846,2839874,Yes,5,60,E1,66.67,120.0,53.33,No,No,Male,Agency,2,L001,201301,25.0,2,D17,Punjab,2013-04-25,Joined,INFRA,Noida,R1,North
1847,3034426,No,0,30,E3,27.37,27.37,0.0,No,No,Male,Employee Referral,8,L001,201301,34.0,2,D17,Punjab,2013-08-19,Joined,INFRA,Noida,R1,North
1848,3046096,Yes,33,30,E2,52.94,52.94,0.0,No,No,Female,Employee Referral,1,L001,201301,24.0,2,D17,Punjab,2013-07-13,Joined,INFRA,Noida,R1,North
1849,3050782,Yes,21,60,E2,46.34,34.15,-12.190000000000005,No,No,Male,Direct,4,L001,201301,27.0,2,D17,Punjab,2013-08-03,Joined,INFRA,Noida,R1,North
1850,3204350,Yes,25,0,E1,50.0,68.0,18.0,No,No,Male,Agency,4,L001,201301,27.0,2,D17,Punjab,2013-09-15,Joined,INFRA,Noida,R1,North
1851,3221048,Yes,49,60,E1,75.0,35.0,-40.0,No,No,Male,Agency,1,L001,201301,24.0,2,D17,Punjab,2013-10-22,Joined,INFRA,Noida,R1,North
1852,3263825,No,3,60,E3,28.57,35.71,7.140000000000001,Yes,No,Male,Direct,5,L001,201301,33.0,2,D17,Punjab,2013-10-25,Joined,INFRA,Noida,R1,North
1853,3279056,No,0,30,E1,42.86,42.86,0.0,No,No,Male,Employee Referral,2,L001,201301,25.0,2,D17,Punjab,2013-12-19,Joined,INFRA,Noida,R1,North
1854,3285263,No,3,30,E1,0.0,7.32,7.32,No,No,Male,Employee Referral,1,L001,201301,26.0,2,D17,Punjab,2014-01-06,Joined,INFRA,Noida,R1,North
1855,3294300,No,0,60,E3,15.46,15.46,0.0,Yes,Yes,Male,Direct,7,L001,201301,30.0,2,D17,Punjab,2014-01-24,Joined,INFRA,Noida,R1,North
1856,3315655,No,1,30,E1,25.63,25.63,0.0,No,No,Male,Employee Referral,1,L001,201301,23.0,2,D17,Punjab,2014-01-07,Joined,INFRA,Noida,R1,North
1857,3339150,No,0,0,E1,50.0,37.5,-12.5,No,No,Male,Employee Referral,1,L001,201301,34.0,2,D17,Punjab,2014-03-01,Joined,INFRA,Noida,R1,North
1858,3404019,No,2,30,E1,16.67,0.0,-16.67,No,No,Male,Direct,3,L001,201301,34.0,2,D17,Punjab,2014-03-30,Joined,INFRA,Noida,R1,North
1859,3418806,No,6,30,E2,37.5,27.5,-10.0,No,No,Male,Agency,6,L001,201301,34.0,2,D17,Punjab,2014-07-07,Joined,INFRA,Noida,R1,North
1860,3512476,Yes,45,60,E2,40.0,29.07,-10.93,No,No,Male,Direct,5,L001,201301,34.0,2,D17,Punjab,2013-04-19,Joined,INFRA,Noida,R1,North
1861,3523929,Yes,0,0,E1,33.33,20.0,-13.329999999999998,No,No,Female,Direct,1,L001,201301,34.0,2,D17,Punjab,2013-04-24,Joined,INFRA,Noida,R1,North
1862,3524671,Yes,34,60,E3,21.43,28.57,7.140000000000001,No,No,Male,Direct,5,L001,201301,34.0,2,D17,Punjab,2013-04-27,Joined,INFRA,Noida,R1,North
1863,3524739,No,1,0,E1,46.67,33.33,-13.340000000000003,No,No,Male,Agency,1,L001,201301,34.0,2,D17,Punjab,2013-04-28,Joined,INFRA,Noida,R1,North
1864,3588525,No,2,30,E2,12.5,12.5,0.0,No,Yes,Male,Direct,5,L001,201301,34.0,2,D17,Punjab,2013-03-16,Joined,INFRA,Noida,R1,North
1865,3612451,No,2,30,E1,46.67,44.0,-2.6700000000000017,No,No,Male,Employee Referral,1,L001,201301,34.0,2,D17,Punjab,2013-04-12,Joined,INFRA,Noida,R1,North
1866,3639052,No,0,0,E1,46.67,44.0,-2.6700000000000017,No,No,Female,Employee Referral,1,L001,201301,34.0,2,D17,Punjab,2013-05-25,Joined,INFRA,Noida,R1,North
1867,2437820,Yes,14,60,E3,31.43,20.0,-11.43,No,No,Male,Employee Referral,4,L001,201301,29.0,2,D22,Uttar Pradesh,2013-01-23,Joined,INFRA,Noida,R1,North
1868,3347826,No,9,30,E1,42.86,42.86,0.0,No,No,Male,Employee Referral,1,L001,201301,21.0,2,D22,Uttar Pradesh,2013-12-03,Joined,INFRA,Noida,R1,North
1869,2112613,No,5,0,E1,66.67,33.33,-33.34,No,No,Male,Employee Referral,3,L001,201301,25.0,2,D22,Uttar Pradesh,2013-06-23,Joined,INFRA,Noida,R1,North
1870,2118630,No,0,30,E1,47.42,47.42,0.0,No,Yes,Male,Direct,2,L001,201301,24.0,2,D22,Uttar Pradesh,2014-04-01,Joined,INFRA,Noida,R1,North
1871,2130839,No,1,30,E2,44.93,44.93,0.0,No,No,Male,Direct,6,L001,201301,28.0,2,D22,Uttar Pradesh,2014-05-31,Not Joined,INFRA,Noida,R1,North
1872,2149085,Yes,15,30,E1,50.0,68.0,18.0,No,No,Male,Direct,2,L001,201301,28.0,2,D22,Uttar Pradesh,2014-03-30,Joined,INFRA,Noida,R1,North
1873,2149658,No,20,60,E3,63.64,50.0,-13.64,No,No,Male,Employee Referral,5,L001,201301,25.0,2,D22,Uttar Pradesh,2014-04-04,Joined,INFRA,Noida,R1,North
1874,2168323,Yes,36,45,E2,50.0,40.0,-10.0,No,Yes,Male,Employee Referral,3,L001,201301,32.0,2,D22,Uttar Pradesh,2013-01-02,Joined,INFRA,Noida,R1,North
1875,2171091,No,32,60,E2,23.46,74.9,51.440000000000005,No,No,Male,Agency,6,L001,201301,32.0,2,D22,Uttar Pradesh,2013-01-10,Joined,INFRA,Noida,R1,North
1876,2184717,Yes,62,75,E2,66.67,45.0,-21.67,No,Yes,Male,Employee Referral,3,L001,201301,28.0,2,D22,Uttar Pradesh,2013-02-16,Joined,INFRA,Noida,R1,North
1877,2201885,No,3,0,E2,36.0,41.33,5.329999999999998,No,Yes,Male,Employee Referral,2,L001,201301,27.0,2,D22,Uttar Pradesh,2013-02-11,Joined,INFRA,Noida,R1,North
1878,2212828,Yes,68,30,E1,40.0,0.0,-40.0,No,Yes,Male,Employee Referral,1,L001,201301,26.0,2,D22,Uttar Pradesh,2013-03-26,Joined,INFRA,Noida,R1,North
1879,2282307,No,4,75,E3,30.0,30.0,0.0,No,No,Male,Direct,7,L001,201301,34.0,2,D22,Uttar Pradesh,2013-05-17,Not Joined,INFRA,Noida,R1,North
1880,2282502,No,1,30,E2,42.0,33.64,-8.36,No,Yes,Male,Direct,8,L001,201301,34.0,2,D22,Uttar Pradesh,2013-05-20,Joined,INFRA,Noida,R1,North
1881,2328118,No,1,30,E2,46.0,46.0,0.0,No,No,Male,Direct,5,L001,201301,35.0,2,D22,Uttar Pradesh,2013-09-02,Joined,INFRA,Noida,R1,North
1882,2347639,No,0,30,E2,36.36,27.27,-9.09,No,No,Male,Direct,4,L001,201301,31.0,2,D22,Uttar Pradesh,2013-07-11,Joined,INFRA,Noida,R1,North
1883,2357038,No,0,60,E2,33.33,31.67,-1.6599999999999966,No,No,Male,Agency,6,L001,201301,35.0,2,D22,Uttar Pradesh,2013-09-01,Joined,INFRA,Noida,R1,North
1884,2357385,No,4,30,E1,42.86,42.86,0.0,No,No,Male,Direct,0,L001,201301,24.0,2,D22,Uttar Pradesh,2013-09-12,Not Joined,INFRA,Noida,R1,North
1885,2357434,No,4,30,E1,42.86,42.86,0.0,No,No,Female,Direct,0,L001,201301,23.0,2,D22,Uttar Pradesh,2013-09-15,Joined,INFRA,Noida,R1,North
1886,2357440,No,4,30,E1,42.86,42.86,0.0,No,No,Female,Direct,0,L001,201301,24.0,2,D22,Uttar Pradesh,2013-09-18,Not Joined,INFRA,Noida,R1,North
1887,2360664,No,0,30,E2,34.78,32.61,-2.1700000000000017,No,No,Male,Agency,6,L001,201301,32.0,2,D22,Uttar Pradesh,2013-09-23,Joined,INFRA,Noida,R1,North
1888,2364223,No,0,60,E3,57.73,57.73,0.0,No,No,Male,Agency,5,L001,201301,29.0,2,D22,Uttar Pradesh,2013-10-18,Joined,INFRA,Noida,R1,North
1889,2364614,No,2,30,E1,42.86,42.86,0.0,No,No,Female,Direct,0,L001,201301,23.0,2,D22,Uttar Pradesh,2013-10-28,Joined,INFRA,Noida,R1,North
1890,2364648,No,3,30,E1,42.86,42.86,0.0,No,No,Male,Direct,0,L001,201301,23.0,2,D22,Uttar Pradesh,2013-11-02,Joined,INFRA,Noida,R1,North
1891,2368302,Yes,5,60,E1,36.36,50.0,13.64,No,No,Male,Agency,2,L001,201301,25.0,2,D22,Uttar Pradesh,2013-12-03,Joined,INFRA,Noida,R1,North
1892,2378090,No,40,90,E2,30.77,22.46,-8.309999999999999,No,No,Male,Direct,4,L001,201301,31.0,2,D22,Uttar Pradesh,2013-10-11,Joined,INFRA,Noida,R1,North
1893,2386967,Yes,1,30,E1,42.86,42.86,0.0,No,No,Female,Direct,1,L001,201301,24.0,2,D22,Uttar Pradesh,2013-11-10,Joined,INFRA,Noida,R1,North
1894,2419915,No,0,30,E1,14.29,20.29,6.0,No,No,Male,Agency,2,L001,201301,28.0,2,D22,Uttar Pradesh,2013-10-25,Joined,INFRA,Noida,R1,North
1895,2420121,No,3,30,E2,114.28,185.71,71.43,No,No,Male,Agency,6,L001,201301,28.0,2,D22,Uttar Pradesh,2013-10-29,Joined,INFRA,Noida,R1,North
1896,2425669,No,0,30,E1,45.0,8.0,-37.0,No,No,Female,Direct,1,L001,201301,23.0,2,D22,Uttar Pradesh,2013-11-30,Joined,INFRA,Noida,R1,North
1897,2430739,Yes,14,30,E1,50.0,20.0,-30.0,No,No,Male,Employee Referral,1,L001,201301,24.0,2,D22,Uttar Pradesh,2013-11-30,Joined,INFRA,Noida,R1,North
1898,2483397,No,0,30,E2,29.91,29.91,0.0,No,No,Male,Employee Referral,7,L001,201301,32.0,2,D22,Uttar Pradesh,2014-01-31,Joined,INFRA,Noida,R1,North
1899,2485708,No,5,30,E1,66.67,44.0,-22.67,No,No,Female,Employee Referral,1,L001,201301,27.0,2,D22,Uttar Pradesh,2014-02-17,Joined,INFRA,Noida,R1,North
1900,2486069,No,38,30,E2,30.0,30.0,0.0,No,No,Male,Employee Referral,6,L001,201301,30.0,2,D22,Uttar Pradesh,2014-02-19,Joined,INFRA,Noida,R1,North
1901,2555466,No,0,60,E1,46.67,44.0,-2.6700000000000017,No,No,Male,Employee Referral,1,L001,201301,25.0,2,D22,Uttar Pradesh,2013-03-30,Joined,INFRA,Noida,R1,North
1902,2560241,No,0,60,E3,37.48,51.23,13.75,No,No,Male,Direct,8,L001,201301,35.0,2,D22,Uttar Pradesh,2013-05-31,Joined,INFRA,Noida,R1,North
1903,2586624,No,1,30,E1,20.0,32.0,12.0,No,No,Male,Agency,2,L001,201301,24.0,2,D22,Uttar Pradesh,2014-04-10,Not Joined,INFRA,Noida,R1,North
1904,2598426,Yes,26,30,E1,50.0,37.5,-12.5,No,No,Male,Direct,2,L001,201301,25.0,2,D22,Uttar Pradesh,2014-07-01,Joined,INFRA,Noida,R1,North
1905,2600990,No,1,60,E1,73.26,36.13,-37.13,No,No,Male,Employee Referral,2,L001,201301,28.0,2,D22,Uttar Pradesh,2014-07-24,Joined,INFRA,Noida,R1,North
1906,2609558,No,15,30,E2,37.25,37.25,0.0,No,Yes,Male,Agency,3,L001,201301,25.0,2,D22,Uttar Pradesh,2013-02-03,Joined,INFRA,Noida,R1,North
1907,2613205,No,1,0,E2,85.34,23.56,-61.78,No,No,Male,Employee Referral,4,L001,201301,29.0,2,D22,Uttar Pradesh,2013-02-14,Joined,INFRA,Noida,R1,North
